11/02/2017 03:31:44 PM landis.main               INFO     Start LANDIS-II PreProcTool
11/02/2017 03:31:44 PM collector.loadMapPrefs    DEBUG    Legend: [{'qualitativeCol': 'Paired', 'sequentialCol': 'Reds', 'initClassCount': '3', 'divergingCol': 'PiYG'}]
11/02/2017 03:31:44 PM collector.loadDataStruct  INFO     Load Datastructure from Lanids Metadata
11/02/2017 03:31:44 PM output.genOutputDirs      INFO     Generate output directories
11/02/2017 03:31:44 PM output.genOutputDirs      DEBUG    Create landisdata directory: sample_output\landisdata
11/02/2017 03:31:44 PM preworker.prepairTables   INFO     Start prepairing Table Output
11/02/2017 03:31:44 PM preworker.prepairTables   INFO     End prepairing Table Output [time: 0.0320000648499 sec]
11/02/2017 03:31:44 PM preworker.prepairMaps     INFO     Start prepairing Map Output
11/02/2017 03:31:44 PM preworker.prepairMaps     INFO     scenario: Baseline Climate, BaseWind
11/02/2017 03:31:44 PM preworker.prepairMaps     INFO     extension: Base Wind
11/02/2017 03:31:44 PM preworker.prepairMaps     INFO     output: severity
11/02/2017 03:31:44 PM preworker.prepairMaps     INFO     prepair year = 0 [year not available]
11/02/2017 03:31:44 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:31:45 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:31:45 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:31:45 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:31:45 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:31:45 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:31:45 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:31:45 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:31:45 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:31:45 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:31:46 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:31:49 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:31:49 PM preworker.prepairMaps     INFO     scenario: Baseline Climate, BaseWind
11/02/2017 03:31:49 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:31:49 PM preworker.prepairMaps     INFO     output: Species Biomass Map: abiebals
11/02/2017 03:31:49 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:31:50 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:31:50 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:31:50 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:31:50 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:31:50 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:31:50 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:31:50 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:31:51 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:31:51 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:31:51 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:31:52 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:31:55 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:31:55 PM preworker.prepairMaps     INFO     scenario: Baseline Climate, BaseWind
11/02/2017 03:31:55 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:31:55 PM preworker.prepairMaps     INFO     output: Species Biomass Map: acernegu
11/02/2017 03:31:55 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:31:55 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:31:55 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:31:56 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:31:56 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:31:56 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:31:56 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:31:56 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:31:56 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:31:56 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:31:56 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:31:57 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:32:00 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:32:00 PM preworker.prepairMaps     INFO     scenario: Baseline Climate, BaseWind
11/02/2017 03:32:00 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:32:00 PM preworker.prepairMaps     INFO     output: Species Biomass Map: acerrubr
11/02/2017 03:32:00 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:32:00 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:32:00 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:32:00 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:32:00 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:32:01 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:32:01 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:32:01 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:32:01 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:32:01 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:32:01 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:32:02 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:32:06 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:32:06 PM preworker.prepairMaps     INFO     scenario: Baseline Climate, BaseWind
11/02/2017 03:32:06 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:32:06 PM preworker.prepairMaps     INFO     output: Species Biomass Map: acersacc
11/02/2017 03:32:06 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:32:06 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:32:06 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:32:06 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:32:06 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:32:06 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:32:06 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:32:06 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:32:07 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:32:07 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:32:07 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:32:08 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:32:11 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:32:11 PM preworker.prepairMaps     INFO     scenario: Baseline Climate, BaseWind
11/02/2017 03:32:11 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:32:11 PM preworker.prepairMaps     INFO     output: Species Biomass Map: betualle
11/02/2017 03:32:11 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:32:11 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:32:11 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:32:11 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:32:11 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:32:11 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:32:11 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:32:12 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:32:12 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:32:12 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:32:12 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:32:13 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:32:16 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:32:16 PM preworker.prepairMaps     INFO     scenario: Baseline Climate, BaseWind
11/02/2017 03:32:16 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:32:16 PM preworker.prepairMaps     INFO     output: Species Biomass Map: betupapy
11/02/2017 03:32:16 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:32:16 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:32:16 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:32:16 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:32:16 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:32:16 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:32:17 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:32:17 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:32:17 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:32:17 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:32:18 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:32:18 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:32:22 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:32:22 PM preworker.prepairMaps     INFO     scenario: Baseline Climate, BaseWind
11/02/2017 03:32:22 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:32:22 PM preworker.prepairMaps     INFO     output: Species Biomass Map: fraxamer
11/02/2017 03:32:22 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:32:23 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:32:23 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:32:23 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:32:23 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:32:23 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:32:23 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:32:23 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:32:23 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:32:23 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:32:23 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:32:24 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:32:27 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:32:27 PM preworker.prepairMaps     INFO     scenario: Baseline Climate, BaseWind
11/02/2017 03:32:27 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:32:27 PM preworker.prepairMaps     INFO     output: Species Biomass Map: fraxnigr
11/02/2017 03:32:27 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:32:27 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:32:27 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:32:28 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:32:28 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:32:28 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:32:28 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:32:28 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:32:28 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:32:28 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:32:29 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:32:29 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:32:33 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:32:33 PM preworker.prepairMaps     INFO     scenario: Climate Change, BaseWind
11/02/2017 03:32:33 PM preworker.prepairMaps     INFO     extension: Base Wind
11/02/2017 03:32:33 PM preworker.prepairMaps     INFO     output: severity
11/02/2017 03:32:33 PM preworker.prepairMaps     INFO     prepair year = 0 [year not available]
11/02/2017 03:32:33 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:32:33 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:32:33 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:32:33 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:32:33 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:32:33 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:32:33 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:32:33 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:32:34 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:32:34 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:32:34 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:32:38 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:32:38 PM preworker.prepairMaps     INFO     scenario: Climate Change, BaseWind
11/02/2017 03:32:38 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:32:38 PM preworker.prepairMaps     INFO     output: Species Biomass Map: abiebals
11/02/2017 03:32:38 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:32:38 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:32:38 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:32:38 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:32:38 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:32:38 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:32:39 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:32:39 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:32:39 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:32:39 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:32:39 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:32:40 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:32:43 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:32:43 PM preworker.prepairMaps     INFO     scenario: Climate Change, BaseWind
11/02/2017 03:32:43 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:32:43 PM preworker.prepairMaps     INFO     output: Species Biomass Map: acernegu
11/02/2017 03:32:43 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:32:43 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:32:44 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:32:44 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:32:44 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:32:44 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:32:44 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:32:44 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:32:44 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:32:44 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:32:44 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:32:45 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:32:48 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:32:48 PM preworker.prepairMaps     INFO     scenario: Climate Change, BaseWind
11/02/2017 03:32:48 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:32:48 PM preworker.prepairMaps     INFO     output: Species Biomass Map: acerrubr
11/02/2017 03:32:48 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:32:48 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:32:48 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:32:48 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:32:49 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:32:49 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:32:49 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:32:49 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:32:49 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:32:49 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:32:49 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:32:50 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:32:54 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:32:54 PM preworker.prepairMaps     INFO     scenario: Climate Change, BaseWind
11/02/2017 03:32:54 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:32:54 PM preworker.prepairMaps     INFO     output: Species Biomass Map: acersacc
11/02/2017 03:32:54 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:32:54 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:32:54 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:32:54 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:32:54 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:32:54 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:32:54 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:32:54 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:32:55 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:32:55 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:32:55 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:32:56 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:32:59 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:32:59 PM preworker.prepairMaps     INFO     scenario: Climate Change, BaseWind
11/02/2017 03:32:59 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:32:59 PM preworker.prepairMaps     INFO     output: Species Biomass Map: betualle
11/02/2017 03:32:59 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:32:59 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:32:59 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:32:59 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:32:59 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:33:00 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:33:00 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:33:00 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:33:00 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:33:00 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:33:00 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:33:01 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:33:04 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:33:04 PM preworker.prepairMaps     INFO     scenario: Climate Change, BaseWind
11/02/2017 03:33:04 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:33:04 PM preworker.prepairMaps     INFO     output: Species Biomass Map: betupapy
11/02/2017 03:33:04 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:33:04 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:33:04 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:33:04 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:33:04 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:33:05 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:33:05 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:33:05 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:33:05 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:33:05 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:33:05 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:33:06 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:33:10 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:33:10 PM preworker.prepairMaps     INFO     scenario: Climate Change, BaseWind
11/02/2017 03:33:10 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:33:10 PM preworker.prepairMaps     INFO     output: Species Biomass Map: fraxamer
11/02/2017 03:33:10 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:33:10 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:33:10 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:33:10 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:33:10 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:33:10 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:33:11 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:33:11 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:33:11 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:33:11 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:33:11 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:33:12 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:33:15 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:33:15 PM preworker.prepairMaps     INFO     scenario: Climate Change, BaseWind
11/02/2017 03:33:15 PM preworker.prepairMaps     INFO     extension: Output Leaf Biomass
11/02/2017 03:33:15 PM preworker.prepairMaps     INFO     output: Species Biomass Map: fraxnigr
11/02/2017 03:33:15 PM preworker.prepairMaps     INFO     prepair year = 0
11/02/2017 03:33:15 PM preworker.prepairMaps     INFO     prepair year = 10
11/02/2017 03:33:15 PM preworker.prepairMaps     INFO     prepair year = 20
11/02/2017 03:33:15 PM preworker.prepairMaps     INFO     prepair year = 30
11/02/2017 03:33:15 PM preworker.prepairMaps     INFO     prepair year = 40
11/02/2017 03:33:15 PM preworker.prepairMaps     INFO     prepair year = 50
11/02/2017 03:33:15 PM preworker.prepairMaps     INFO     prepair year = 60
11/02/2017 03:33:16 PM preworker.prepairMaps     INFO     prepair year = 70
11/02/2017 03:33:16 PM preworker.prepairMaps     INFO     prepair year = 80
11/02/2017 03:33:16 PM preworker.prepairMaps     INFO     prepair year = 90
11/02/2017 03:33:16 PM preworker.prepairMaps     INFO     prepair year = 100
11/02/2017 03:33:17 PM landis.tiler              DEBUG    Start tiling process with multiprocessing
11/02/2017 03:33:20 PM landis.tiler              DEBUG    End tiling process with multiprocessing
11/02/2017 03:33:20 PM preworker.prepairMaps     INFO     End prepairing Map Output [time: 95.8010001183 sec]
11/02/2017 03:33:20 PM output.saveMetadata       INFO     Save Metadata as JSON files
11/02/2017 03:33:20 PM output.copyWebbase        INFO     Copy webbase to output directory
11/02/2017 03:33:22 PM output.updateWebPrefs     INFO     Update web settings file
11/02/2017 03:33:22 PM landis.main               INFO     End of LANDIS-II PreProcTool.
