Time,EcoregionName,EcoregionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_Leaf,C_FRoot,C_Wood,C_CRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,StreamC,StreamN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
20, MN200, 5, 7713, -101.9, 2878.9, 5673.3, 165, 47.8, 61.6, 21.6, 17.39, 249.4, 4.5, 45.8, 12.7, 2622.4, 538, 832, 226.6, 52.2, 32.1, 41.9, 12.4, 84.7, 69.2, 1450.5, 1274.5, 1.3, 0.4, 8.1, 9.5, 2.4, 3.9, 0.3, 1, 0.2, 0.7, 2.8, 7.1, 43.7, 150.5, 0, -0.2, 0, 0.2, 0.9, 1.8, -0.8, 0, 6.71, 0.15, 1.1, 2.6, 0, 2.4, 1.4, 223.7, 0.21, 0, 
20, MN201, 6, 42783, -129.8, 6101.5, 6596.6, 174, 50.1, 66.7, 25.8, 8.67, 426.1, 3.7, 54.2, 14.4, 3047.9, 626.5, 723.8, 213.1, 58.4, 35.6, 44.2, 13, 81.7, 58.3, 4069, 1892.5, 1.5, 0.4, 9.1, 10.8, 2.1, 3.6, 0.3, 1.2, 0.2, 0.7, 3.1, 5.2, 156.2, 223, 0.1, -0.2, 0, 0.2, 1, 1, -0.2, 0, 6.7, 0.21, 0.58, 1.3, 0, 2.2, 1.5, 398.6, 0.1, 0, 
20, MN202, 7, 17504, -110.6, 6107.6, 5496.2, 152.9, 42.7, 59.5, 20.8, 9.01, 450.3, 3.4, 51.9, 13, 2532.9, 527.3, 672, 182.9, 52, 29.6, 35.4, 11.1, 70.9, 43.5, 3862.4, 2130.9, 1.4, 0.4, 7.5, 9.2, 1.9, 3.1, 0.3, 0.9, 0.2, 0.6, 2.5, 4.1, 158.2, 251, 0.1, -0.2, 0, 0.2, 0.9, 1.1, -0.2, 0, 6.69, 0.21, 0.84, 2.6, 0, 2.1, 1.4, 426.8, 0.1, 0, 
20, MN203, 8, 1202, -105.6, 2185.8, 5368.8, 151.6, 42.3, 53.6, 21.3, 16.81, 193, 3.8, 54.5, 14.7, 2471.2, 509.3, 555.1, 170.2, 48.7, 26.3, 36.9, 11, 63.8, 39.7, 1078.4, 1003.9, 1.5, 0.4, 7.2, 9.2, 1.6, 3, 0.2, 0.8, 0.2, 0.6, 2.3, 4.3, 26.5, 118.4, 0, -0.2, 0, 0.1, 0.8, 1.8, -0.8, 0, 6.68, 0.12, 0.78, 0.4, 0, 2.4, 1.2, 170.1, 0.2, 0, 
20, MN204, 9, 14335, -119.6, 4205.5, 4934.8, 150.8, 41.5, 55.7, 18.9, 10.61, 299.1, 3, 64, 15.7, 2257.3, 472.5, 561.5, 155.8, 51.5, 27.8, 32.5, 10.3, 60.1, 27.1, 2742.6, 1375.7, 1.6, 0.4, 6.1, 7.9, 1.4, 2.5, 0.3, 0.9, 0.2, 0.6, 2.3, 2.6, 99.5, 162, 0, -0.2, 0, 0.1, 0.8, 1, -0.2, 0, 6.67, 0.15, 0.77, 1.8, 0, 2.2, 1.1, 279, 0.13, 0, 
20, MN300, 10, 8832, -153.2, 2959.3, 7160.2, 211.2, 60.9, 76.2, 28.9, 20.2, 256.8, 5.2, 64.4, 17.1, 3302.9, 679.8, 710.1, 204.5, 66.8, 39.1, 50.5, 14.6, 87.5, 74, 1556.8, 1240.9, 1.7, 0.5, 9.6, 11.9, 2, 3.6, 0.3, 1.3, 0.2, 0.8, 3.4, 7.9, 46.9, 146.5, 0.1, -0.3, 0, 0.2, 1.2, 2.1, -0.9, 0, 6.94, 0.12, 0.81, 0.7, 0, 3.1, 1.6, 227.5, 0.24, 0, 
20, MN301, 11, 41134, -147.5, 6066, 7350.9, 197.2, 56.6, 73.2, 28.8, 10.26, 412.6, 4.1, 60.8, 15.9, 3396, 699.4, 842, 237.9, 64.1, 37.7, 46.8, 13.8, 91.3, 53.6, 4118, 1803.2, 1.6, 0.5, 10.2, 12, 2.4, 4.1, 0.3, 1.2, 0.2, 0.8, 3.3, 4.8, 148.5, 212.4, 0.1, -0.2, 0, 0.2, 1.2, 1.2, -0.3, 0, 6.92, 0.14, 0.53, 0.8, 0, 2.6, 1.6, 381.9, 0.12, 0, 
20, MN302, 12, 61583, -103.2, 8158, 5028.5, 144.1, 40.9, 51.6, 20.2, 11.64, 645.1, 3.7, 44, 11.4, 2321.2, 479, 597, 162.2, 43.8, 25.6, 31.8, 9.7, 61.2, 48, 4828.2, 3220.6, 1.2, 0.3, 6.7, 8.3, 1.7, 2.8, 0.2, 0.8, 0.2, 0.5, 2.2, 5.1, 224, 379.4, 0, -0.2, 0, 0.1, 0.7, 1.3, -0.2, 0.1, 6.91, 0.78, 0.8, 2, 0, 2.2, 1.1, 624.1, 0.14, 0, 
20, MN303, 13, 10582, -143, 6072.2, 6603.1, 186.3, 51.4, 68.4, 25.5, 9.85, 434.7, 3.8, 77.7, 18.4, 3027.6, 633.9, 751.3, 206.2, 62.9, 34.4, 38.6, 12, 78.1, 43.8, 3943.7, 2006.7, 1.9, 0.5, 8.3, 10.6, 2, 3.4, 0.3, 1.1, 0.2, 0.7, 3, 4.2, 152.4, 236.4, 0.1, -0.2, 0, 0.1, 1, 1.2, -0.2, 0, 6.93, 0.19, 0.63, 1.4, 0, 2.6, 1.3, 408, 0.11, 0, 
20, MN304, 14, 29110, -123.4, 3278.3, 7317.1, 195.3, 54.5, 73.2, 28.4, 9.11, 263.3, 5.3, 79.5, 19.1, 3361.3, 704.2, 1010.5, 274.3, 69.7, 37.9, 43, 13, 91.6, 79.2, 1727, 1380.5, 2, 0.5, 9.4, 11.4, 2.6, 4.3, 0.4, 1.3, 0.2, 0.7, 3.4, 7.8, 47.2, 163, 0.1, -0.2, 0, 0.2, 1.2, 2.1, -1, 0, 6.9, 0.35, 0.8, 3.4, 0, 2.6, 1.5, 233, 0.11, 0, 
20, MN400, 15, 1544, -165, 6663.2, 8129.5, 220.6, 57.4, 84.7, 28.1, 8.3, 472.5, 4.8, 146.6, 31.9, 3676.5, 773.4, 802.5, 203, 89.4, 45.8, 40.3, 12.7, 94, 47.2, 4398.2, 2123.8, 3.4, 0.8, 9.4, 12.1, 2.1, 3.2, 0.5, 1.6, 0.2, 0.6, 4.1, 4.7, 171.6, 250.1, 0.1, -0.3, 0, 0.1, 1.4, 1.4, -0.3, 0, 6.57, 0.13, 0.69, 14.4, 0.1, 2.9, 1.2, 441.6, 0.1, 0, 
20, MN401, 16, 15305, -146.6, 3655.5, 7395.6, 213.9, 62.2, 78, 28.1, 20.61, 329.8, 5.8, 55, 15.8, 3423, 699.5, 741.4, 218.1, 67.4, 39.9, 52.7, 15.2, 91.4, 74.3, 1704.2, 1785.6, 1.6, 0.5, 10.4, 12.2, 2.2, 3.8, 0.3, 1.3, 0.3, 0.9, 3.5, 7.9, 53.6, 210.7, 0.1, -0.3, 0, 0.2, 1.2, 2.4, -0.9, 0, 6.76, 0.13, 1.03, 0.5, 0, 3.3, 1.8, 299.1, 0.24, 0, 
20, MN402, 17, 27990, -85.6, 7896.4, 4346.1, 129.2, 35.2, 48.6, 16.5, 12.66, 624.2, 3.5, 48.4, 11.8, 1995.7, 419.8, 637.3, 164.6, 43.3, 22.8, 26, 8.4, 56.9, 40.9, 4627.4, 3171.2, 1.2, 0.3, 5.7, 7.1, 1.7, 2.7, 0.2, 0.7, 0.1, 0.5, 2, 4.3, 211.5, 373.5, 0, -0.2, 0, 0.1, 0.7, 1.4, -0.2, 0.1, 6.68, 0.4, 1.1, 1.6, 0, 2, 1.1, 605.5, 0.15, 0, 
20, MN403, 18, 1292, -109.8, 2321.4, 5659.6, 169.6, 47.5, 60.2, 20.2, 11.94, 181.3, 4.3, 62.2, 16.3, 2600.3, 538.4, 962.6, 239.8, 54.6, 29.4, 36.1, 11.1, 78.5, 48.7, 1280.1, 914.1, 1.7, 0.5, 7.1, 9.2, 2.4, 4, 0.3, 1, 0.2, 0.6, 2.6, 4.9, 27, 107.8, 0, -0.2, 0, 0.1, 0.9, 1.9, -1, 0, 6.52, 0.19, 0.54, 0.7, 0, 2.6, 1.3, 156.3, 0.14, 0, 
20, MN404, 19, 108539, -114.2, 2640.2, 6257, 177.6, 49.4, 65.9, 23.1, 8.36, 207.3, 4.6, 75.3, 18.5, 2867.2, 597.4, 871.2, 231.6, 62.5, 34, 38.4, 11.7, 80.8, 60.4, 1429.7, 1069.2, 1.9, 0.5, 8, 9.7, 2.2, 3.7, 0.3, 1.2, 0.2, 0.6, 3, 5.8, 35.6, 126.2, 0.1, -0.2, 0, 0.2, 1.1, 1.9, -0.9, 0, 6.65, 0.34, 0.79, 1.6, 0, 2.4, 1.3, 181.3, 0.1, 0, 
20, MN500, 20, 55, -191.7, 4460.8, 9586, 280.1, 81.9, 104.6, 40.8, 12.09, 386.6, 7.6, 62.8, 18.9, 4444.8, 918.6, 995.8, 276.7, 99.3, 53.6, 63.7, 17, 118.3, 91.2, 2073.8, 2177.5, 1.9, 0.5, 14.4, 14.3, 2.9, 4.7, 0.5, 2, 0.3, 0.9, 5, 9.3, 61, 256.9, 0.1, -0.3, 0, 0.2, 1.8, 2.9, -1.2, 0, 6.86, 0.08, 0.63, 0, 0, 4.2, 2.3, 347.9, 0.14, 0, 
20, MN504, 21, 14401, -147.1, 3300.9, 8390.2, 221.8, 64.6, 80.6, 33.8, 12.77, 273.6, 6.1, 72.3, 19.8, 3873.1, 792.5, 849.8, 240.5, 75.2, 43.3, 51.2, 14.3, 95.7, 73.1, 1716.5, 1415.6, 2, 0.6, 11.4, 12.8, 2.3, 3.9, 0.4, 1.5, 0.3, 0.8, 3.9, 7.3, 46.6, 167, 0.1, -0.2, 0, 0.2, 1.4, 2.4, -1.1, 0, 6.79, 0.17, 0.78, 2.4, 0, 3.2, 1.7, 240.6, 0.15, 0, 
30, MN101, 1, 10773, -77.7, 4107.6, 8017.6, 161.2, 46.9, 61.7, 32.7, 22.15, 344.6, 5.5, 45.5, 12.1, 3724.4, 764, 918.1, 298.8, 62.4, 36.4, 52.2, 13.9, 99.8, 181.7, 2273, 1553.2, 1.2, 0.4, 12.5, 13.6, 3, 5.3, 0.3, 1.2, 0.3, 0.8, 3.5, 18.5, 77.1, 184.8, 0.1, -0.2, 0, 0.2, 1.2, 1.9, -1, 0, 6.92, 0.05, 0.24, 0.1, 0, 2.4, 1.4, 308.6, 0.26, 0, 
30, MN102, 2, 8590, -69.6, 8522.2, 5414.1, 119.8, 34.1, 46.1, 22.6, 12.23, 663.8, 3.7, 43, 10.9, 2503.4, 514.4, 642.2, 195, 45.2, 25.1, 33.3, 9.7, 65.5, 50.7, 5106.3, 3299.7, 1.1, 0.3, 7, 9.1, 1.8, 3.4, 0.2, 0.8, 0.2, 0.5, 2.2, 5.4, 230.7, 388.7, 0, -0.2, 0, 0.1, 0.8, 1.4, -0.2, 0.1, 6.9, 0.68, 0.83, 0.5, 0, 1.9, 1, 641.1, 0.14, 0, 
30, MN103, 3, 8809, -80.5, 6094.8, 5171.6, 124.9, 35.3, 48.6, 22, 9.54, 446.7, 3.3, 46.4, 11.6, 2386, 494.5, 605.7, 198.8, 47.8, 26.1, 32.9, 10.1, 64.7, 40.7, 3836, 2153.4, 1.2, 0.3, 6.9, 8.6, 1.7, 3.4, 0.2, 0.8, 0.2, 0.6, 2.3, 4, 153.2, 253.6, 0, -0.2, 0, 0.1, 0.8, 1.1, -0.2, 0, 6.89, 0.25, 0.41, 1.1, 0, 1.8, 1, 424.5, 0.11, 0, 
30, MN104, 4, 5138, -102.9, 5653.1, 7538.2, 164.4, 43.7, 67.8, 30.8, 5.95, 350.7, 3.8, 100.8, 22.4, 3444.4, 733.9, 1065.5, 291.5, 76, 37.7, 38.9, 12.5, 92.7, 46.4, 3974, 1540, 2.4, 0.6, 9.1, 11.7, 2.6, 4.5, 0.4, 1.3, 0.2, 0.7, 3.4, 4, 122.6, 181.4, 0.1, -0.2, 0, 0.2, 1.2, 1.1, -0.3, 0, 6.91, 0.15, 0.15, 1.5, 0, 2.2, 1.1, 319.8, 0.06, 0, 
30, MN200, 5, 7713, -81.8, 2991.9, 6717.1, 157, 45.9, 63.8, 26.2, 15.12, 250.8, 5.1, 43.2, 11.6, 3115.7, 637.8, 780, 230.8, 60, 35.5, 49.4, 13.8, 89.1, 75.6, 1554.3, 1273, 1.2, 0.3, 9.7, 11.3, 2.3, 4, 0.3, 1.1, 0.2, 0.8, 3.2, 7.7, 43.2, 150.4, 0.1, -0.3, 0, 0.2, 1.1, 2, -1, 0, 6.61, 0.08, 0.22, 0.5, 0, 2.3, 1.5, 222, 0.17, 0, 
30, MN201, 6, 42783, -101.6, 6377.7, 7329.7, 161.6, 46.8, 66.1, 29.6, 8.52, 430.3, 4.1, 51.6, 13.3, 3395.1, 698.1, 792, 240.5, 63.8, 37.4, 49.4, 13.6, 90.1, 63.5, 4335, 1889.2, 1.4, 0.4, 10.2, 12, 2.3, 4.1, 0.3, 1.2, 0.2, 0.8, 3.4, 5.6, 157.2, 222.6, 0.1, -0.2, 0, 0.2, 1.2, 1.1, -0.3, 0, 6.67, 0.09, 0.2, 2.1, 0, 2.1, 1.5, 399.9, 0.09, 0, 
30, MN202, 7, 17504, -88.5, 6307.6, 6321.9, 143.7, 40.1, 60.3, 25, 8.6, 451.6, 3.8, 51.5, 12.5, 2921.4, 608.2, 708.5, 199.1, 58.8, 31.5, 39.7, 11.8, 77.6, 46.9, 4056.8, 2126.3, 1.3, 0.3, 8.6, 10.6, 2, 3.4, 0.3, 1, 0.2, 0.7, 2.9, 4.3, 156.9, 250.5, 0.1, -0.2, 0, 0.2, 1, 1.2, -0.2, 0, 6.64, 0.09, 0.28, 2.5, 0, 2, 1.4, 425.3, 0.1, 0, 
30, MN203, 8, 1202, -74.1, 2267.4, 6276.3, 136.5, 38.2, 56.9, 25.9, 14.34, 193.3, 4.3, 55.7, 14, 2896.6, 597.6, 588.6, 187.4, 56.9, 29.6, 42.1, 12.1, 71.6, 43.3, 1150.4, 1002.1, 1.4, 0.4, 8.4, 10.8, 1.7, 3.3, 0.3, 1, 0.2, 0.7, 2.7, 4.5, 25.4, 118.2, 0.1, -0.2, 0, 0.1, 0.9, 1.9, -0.9, 0, 6.65, 0.05, 0.17, 1.5, 0, 2.1, 1.2, 167.2, 0.17, 0, 
30, MN204, 9, 14335, -91.1, 4412.6, 5748.2, 139.4, 38.7, 59.3, 22.6, 9.67, 301.4, 3.5, 62.1, 14.7, 2641.6, 551.6, 641.3, 184, 60.2, 31.5, 39.7, 11.7, 70.7, 30.7, 2938.4, 1372.7, 1.5, 0.4, 7.2, 9.3, 1.7, 3, 0.3, 1.1, 0.2, 0.7, 2.8, 2.9, 99.1, 161.6, 0.1, -0.2, 0, 0.1, 1, 1.1, -0.3, 0, 6.62, 0.05, 0.15, 1.6, 0, 2, 1.2, 278.3, 0.11, 0, 
30, MN300, 10, 8832, -112.9, 3096.6, 8259.6, 190.6, 55.4, 76.3, 34.5, 17.14, 258.5, 5.8, 61.1, 15.8, 3823.1, 786, 769.8, 234.3, 73.7, 41.7, 57.5, 15.5, 96.7, 81, 1679.5, 1239.4, 1.6, 0.5, 11, 13.8, 2.2, 4.1, 0.4, 1.4, 0.3, 0.9, 3.8, 8.4, 46.6, 146.4, 0.1, -0.3, 0, 0.2, 1.4, 2.2, -1.1, 0, 7, 0.07, 0.24, 1, 0, 2.7, 1.6, 225.3, 0.2, 0, 
30, MN301, 11, 41134, -105.9, 6363.5, 8096.1, 171.1, 49.3, 68.2, 32.9, 9.89, 416.6, 4.4, 56.6, 14.8, 3750.4, 772, 901.7, 267.7, 67.1, 37.6, 50.7, 13.9, 97, 57.8, 4408.9, 1799.8, 1.5, 0.4, 11.3, 13.3, 2.6, 4.6, 0.3, 1.2, 0.2, 0.8, 3.5, 5.2, 149.7, 212.1, 0.1, -0.3, 0, 0.2, 1.3, 1.2, -0.4, 0, 6.97, 0.08, 0.19, 0.5, 0, 2.3, 1.5, 382.9, 0.11, 0, 
30, MN302, 12, 61583, -77.6, 8258.3, 5536.5, 128.8, 36.9, 51.3, 23.1, 10.91, 641.7, 3.9, 42.5, 10.6, 2561.3, 528.4, 625.5, 181.1, 46.4, 26.7, 34.1, 9.9, 65.5, 50.2, 4929.4, 3213.2, 1.1, 0.3, 7.5, 9.2, 1.7, 3.1, 0.2, 0.9, 0.2, 0.6, 2.4, 5.2, 219.9, 378.6, 0, -0.2, 0, 0.1, 0.8, 1.4, -0.2, 0.1, 6.98, 0.52, 0.76, 1.3, 0, 2, 1.1, 618.8, 0.13, 0, 
30, MN303, 13, 10582, -104.5, 6318.3, 7319.8, 164.2, 45.6, 67.6, 28.6, 9.52, 437, 4.2, 73.8, 17.3, 3368.5, 704.8, 832.6, 238.7, 67.8, 35.6, 42.9, 12.6, 86.4, 47.6, 4181.9, 2002.4, 1.8, 0.5, 9.3, 11.8, 2.2, 4, 0.3, 1.2, 0.2, 0.7, 3.2, 4.5, 152, 235.9, 0.1, -0.2, 0, 0.2, 1.2, 1.3, -0.3, 0, 6.97, 0.09, 0.29, 1.6, 0, 2.3, 1.3, 407.5, 0.11, 0, 
30, MN304, 14, 29110, -89, 3391.3, 8149, 176.7, 49.7, 71.8, 32.5, 8.31, 265.9, 5.6, 74.4, 18, 3757.6, 785.3, 1053.7, 296.9, 74.7, 39.2, 48.5, 13.7, 98.5, 84.9, 1829.1, 1378.9, 1.9, 0.5, 10.7, 12.9, 2.7, 4.7, 0.4, 1.3, 0.2, 0.8, 3.7, 8.3, 46.6, 162.8, 0.1, -0.3, 0, 0.2, 1.3, 2.2, -1.2, 0, 6.96, 0.19, 0.3, 2.7, 0, 2.3, 1.5, 232.5, 0.09, 0, 
30, MN400, 15, 1544, -113.8, 6968.8, 9579.7, 190.5, 49.7, 87.6, 34.4, 7.87, 476.5, 5.3, 151.4, 32.4, 4353.5, 918.7, 921.3, 224.7, 99.2, 48.4, 43.4, 13.3, 102.5, 50.9, 4696.4, 2119.1, 3.4, 0.8, 11, 14.2, 2.3, 3.4, 0.5, 1.7, 0.2, 0.7, 4.5, 4.9, 171.4, 249.5, 0.1, -0.3, 0, 0.1, 1.7, 1.5, -0.4, 0, 6.06, 0.08, 0.2, 1.8, 0, 2.7, 1.2, 441.3, 0.09, 0, 
30, MN401, 16, 15305, -111, 3767.9, 8682.9, 198.6, 58.1, 80.8, 33.9, 17.41, 329.8, 6.4, 49.8, 13.8, 4033.4, 824.2, 782.8, 240.3, 75.2, 42.9, 60.4, 16.4, 100.6, 80.2, 1804.5, 1782.6, 1.4, 0.4, 12.3, 14.5, 2.3, 4.2, 0.4, 1.4, 0.3, 0.9, 4, 8.4, 51.5, 210.4, 0.1, -0.3, 0, 0.2, 1.5, 2.6, -1.2, 0, 6.73, 0.1, 0.34, 0.1, 0, 2.9, 1.9, 294.6, 0.2, 0, 
30, MN402, 17, 27990, -66.9, 7990.5, 4936.5, 122, 33.6, 52.3, 19.2, 11.41, 620.1, 3.9, 46, 10.8, 2275.6, 477.8, 675.3, 179, 49.4, 25.2, 30.5, 9.3, 63.3, 43.3, 4720.3, 3163.6, 1.2, 0.3, 6.5, 8.1, 1.8, 3, 0.3, 0.8, 0.1, 0.5, 2.3, 4.4, 206.7, 372.6, 0.1, -0.2, 0, 0.1, 0.8, 1.4, -0.2, 0.1, 6.73, 0.19, 0.45, 1.5, 0, 1.9, 1.2, 599.2, 0.13, 0, 
30, MN403, 18, 1292, -83.5, 2416.6, 6731.3, 157.9, 44.9, 66.1, 24.8, 10.94, 183.6, 4.7, 57.9, 14.5, 3108.4, 643.3, 887.8, 234.7, 63.1, 33.1, 43.5, 12.7, 82.8, 53, 1368.2, 912.6, 1.6, 0.4, 8.6, 11.1, 2.3, 3.9, 0.3, 1.1, 0.2, 0.7, 3, 5.1, 26.7, 107.7, 0.1, -0.2, 0, 0.2, 1.1, 2, -1.1, 0, 6.72, 0.09, 0.16, 0.1, 0, 2.3, 1.5, 155.8, 0.12, 0, 
30, MN404, 19, 108539, -91.5, 2752, 7274.6, 170.1, 47.8, 71.3, 27.6, 7.52, 210.3, 5.2, 73.3, 17.5, 3347.7, 696.5, 876, 245.8, 71, 37.7, 45.2, 13.2, 87.9, 65.8, 1530.5, 1067.9, 1.8, 0.5, 9.4, 11.4, 2.3, 3.9, 0.4, 1.3, 0.2, 0.7, 3.4, 6.3, 35.1, 126, 0.1, -0.2, 0, 0.2, 1.3, 2, -1.1, 0, 6.67, 0.17, 0.26, 1.1, 0, 2.2, 1.4, 180.9, 0.08, 0, 
30, MN500, 20, 55, -137.7, 4652.9, 11632.2, 254.4, 75, 108.7, 46.6, 8.69, 388.8, 8.5, 55.5, 16.1, 5413.9, 1116.6, 1013.5, 281.4, 115.4, 57.3, 73.2, 17.8, 129.5, 99.1, 2250.6, 2173.8, 1.6, 0.4, 17.6, 17.2, 3, 4.8, 0.6, 2.2, 0.4, 1, 5.7, 9.9, 59.4, 256.5, 0.1, -0.3, 0, 0.2, 2.2, 3.2, -1.6, 0, 6.81, 0.07, 0.15, 0, 0, 3.8, 2.3, 344.2, 0.09, 0, 
30, MN504, 21, 14401, -104.6, 3438.7, 9586.4, 202.6, 59.6, 84.6, 39.6, 11.24, 276.3, 6.8, 65.5, 17.1, 4442.2, 908.1, 905.1, 271.5, 82.7, 46.2, 58.1, 15.5, 105.6, 79.8, 1839.9, 1413.4, 1.8, 0.5, 13.3, 14.6, 2.5, 4.4, 0.4, 1.6, 0.3, 0.9, 4.4, 7.9, 45.6, 166.8, 0.1, -0.3, 0, 0.2, 1.7, 2.6, -1.4, 0, 6.73, 0.09, 0.18, 1.1, 0, 2.9, 1.8, 239.2, 0.12, 0, 
40, MN101, 1, 10773, -73, 4206.2, 8054, 154, 44.5, 57.2, 34.5, 22.03, 346.9, 5.2, 41.7, 11.4, 3745.3, 767.7, 1059.8, 339.4, 57, 31.9, 47.5, 12.6, 97.8, 185.1, 2366.9, 1556.4, 1.2, 0.3, 12.4, 13.7, 3.4, 6, 0.3, 1, 0.2, 0.7, 3, 18.9, 78.3, 185.4, 0.1, -0.2, 0, 0.2, 1, 1.9, -1.1, 0, 6.69, 0.01, 0.22, 0, 0, 2.3, 1.3, 309.9, 0.26, 0, 
40, MN102, 2, 8590, -35, 8603.6, 5712.3, 88.8, 25, 36.2, 25, 12.68, 660.4, 3.4, 38.9, 9.8, 2647.5, 544.2, 668.2, 209.8, 40.1, 21.3, 30.7, 8.1, 64, 50.6, 5196.2, 3292.9, 1, 0.3, 7.4, 9.6, 1.8, 3.7, 0.2, 0.7, 0.2, 0.5, 2.1, 5.4, 227, 388, 0, -0.1, 0, 0, 0.7, 1.3, -0.3, 0.1, 6.7, 0.52, 0.7, 0.5, 0, 1.5, 0.7, 636.6, 0.15, 0, 
40, MN103, 3, 8809, -40.6, 6228.9, 5176.4, 89.9, 25.1, 35.9, 23, 10.31, 445.6, 2.9, 39.3, 9.8, 2395.1, 496.6, 714.4, 229, 38.9, 20.3, 28.7, 7.7, 63.7, 40.2, 3976.1, 2148.8, 1, 0.3, 7, 8.6, 2, 4, 0.2, 0.6, 0.1, 0.4, 2, 4, 151.9, 253.1, 0, -0.1, 0, 0.1, 0.7, 1.1, -0.3, 0, 6.72, 0.22, 0.64, 0.1, 0, 1.5, 0.7, 422.7, 0.12, 0, 
40, MN104, 4, 5138, -66.8, 5931.5, 7410.9, 133.5, 35.3, 54.7, 31.3, 7.21, 353.3, 3.5, 85, 19.2, 3400.2, 724.3, 1280.7, 351.4, 65.3, 31, 35.4, 10.3, 93.9, 47.5, 4253, 1537.1, 2.1, 0.5, 9, 11.5, 3.2, 5.5, 0.3, 1, 0.2, 0.5, 3, 4.2, 123.9, 181, 0.1, -0.2, 0, 0.1, 1, 1.1, -0.4, 0, 6.7, 0.13, 0.32, 1.5, 0, 2, 0.9, 321.4, 0.08, 0, 
40, MN200, 5, 7713, -80, 3084, 7670.1, 151.1, 43.9, 55.5, 31.5, 14.02, 252.8, 4.8, 42.4, 12.1, 3564.6, 728.9, 800.5, 240.5, 55.2, 30.6, 48.8, 12, 86.4, 77.7, 1648.2, 1271.7, 1.2, 0.4, 11, 13, 2.4, 4.2, 0.3, 1, 0.2, 0.7, 3, 7.9, 43.2, 150.3, 0.1, -0.2, 0, 0.2, 1.1, 2, -1.1, 0, 6.42, 0.03, 0.2, 0.3, 0, 2.4, 1.3, 220.7, 0.16, 0, 
40, MN201, 6, 42783, -89.2, 6627.7, 7832.3, 146.7, 42.3, 56, 33, 9.34, 433.5, 3.8, 47.8, 12.4, 3635, 747.6, 858.3, 262.1, 55.6, 31.7, 45.7, 11.4, 87, 63.5, 4591.1, 1886, 1.3, 0.4, 10.9, 12.9, 2.5, 4.5, 0.3, 1.1, 0.2, 0.6, 3.1, 5.7, 158.5, 222.3, 0.1, -0.2, 0, 0.2, 1.1, 1.1, -0.3, 0, 6.4, 0.03, 0.14, 1, 0, 2.2, 1.2, 401.1, 0.11, 0, 
40, MN202, 7, 17504, -74.1, 6488.4, 6658.2, 127.4, 35, 49.6, 27.7, 9.7, 452.1, 3.5, 49.2, 11.9, 3081.7, 642.8, 784.4, 227.7, 50.3, 25.8, 35, 9.4, 74.3, 46.4, 4245.8, 2121.9, 1.3, 0.3, 8.9, 11.2, 2.2, 3.9, 0.3, 0.8, 0.2, 0.5, 2.5, 4.3, 156, 250, 0, -0.2, 0, 0.1, 0.9, 1.2, -0.3, 0, 6.41, 0.03, 0.19, 1.2, 0, 2, 1.1, 424.3, 0.11, 0, 
40, MN203, 8, 1202, -58.5, 2363.1, 6299.6, 121.6, 33.9, 43.6, 27.1, 14.64, 194.2, 3.8, 50, 13.6, 2913.2, 600.4, 816.8, 247.6, 47.1, 23, 38.7, 10, 75.4, 45, 1242.3, 1000.4, 1.4, 0.4, 8.4, 10.8, 2.3, 4.4, 0.2, 0.8, 0.2, 0.6, 2.3, 4.7, 25, 118, 0, -0.2, 0, 0.1, 0.8, 1.8, -1, 0, 6.42, 0.05, 0.29, 0.3, 0, 2, 0.9, 166.4, 0.17, 0, 
40, MN204, 9, 14335, -83.3, 4617.4, 6289.3, 128.8, 35.4, 48.1, 25.5, 9.87, 303.3, 3.2, 60, 14.9, 2898.1, 604.8, 731.7, 216, 52.9, 25.9, 38, 10, 71.1, 31.1, 3145.4, 1369.9, 1.5, 0.4, 7.9, 10.3, 1.9, 3.6, 0.3, 0.9, 0.2, 0.6, 2.6, 3, 99.1, 161.3, 0, -0.2, 0, 0.1, 0.9, 1.1, -0.3, 0, 6.38, 0.05, 0.2, 1.7, 0, 2.1, 0.9, 277.7, 0.12, 0, 
