Time,EcoregionName,EcoregionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_Leaf,C_FRoot,C_Wood,C_CRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,StreamC,StreamN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, MN401, 16, 15305, 0, 3537, 5310.1, 12.5, 3.5, 4.8, 4.1, 30.58, 339.1, 0.4, 31, 8.6, 2466.9, 504.1, 711.9, 160.9, 51.9, 30.2, 41, 11.4, 76.9, 66.1, 1602, 1791.9, 0.9, 0.3, 7.4, 8.8, 2.1, 2.8, 0.3, 1, 0.2, 0.6, 3, 7.4, 62.6, 211.3, 0, -0.2, 0, 0.1, 1, 2.1, -0.6, 0, 5.24, 0, 0.07, 0, 0, 0.2, 0.1, 316.9, 0.03, 0, 
0, MN402, 17, 27990, 0, 7785, 3586, 7.3, 2, 2.8, 2.5, 14.93, 635.5, 0.2, 30.5, 7.5, 1656.7, 349.7, 576.7, 121.4, 37.6, 18.7, 22.5, 6.9, 52.6, 42.1, 4503.8, 3186.6, 0.8, 0.2, 4.7, 5.9, 1.5, 2, 0.2, 0.6, 0.1, 0.4, 2, 4.7, 222.4, 375.2, 0, -0.1, 0, 0, 0.6, 1.2, -0.1, 0, 3.91, 0.01, 0.06, 0, 0, 0.1, 0.1, 620.5, 0.01, 0, 
0, MN403, 18, 1292, 0, 2102.8, 4999.5, 16.4, 4.5, 6.4, 5.6, 16.82, 183.2, 0.5, 44.8, 11.2, 2307.7, 482.8, 806.3, 179.6, 51.3, 26.3, 30.8, 9.3, 70.7, 40.7, 1074, 917.4, 1.2, 0.3, 6.2, 8.1, 2.1, 3, 0.3, 0.9, 0.2, 0.5, 2.4, 4.5, 28.7, 108.2, 0, -0.2, 0, 0, 0.8, 1.6, -0.7, 0, 8.89, 0.01, 0.08, 0, 0, 0.3, 0.1, 162.4, 0.03, 0, 
0, MN404, 19, 108539, 0, 2452.8, 5047.3, 6, 1.6, 2.4, 2, 12.41, 208.9, 0.2, 50, 12, 2324.4, 486.5, 772.4, 169.1, 57.2, 29.7, 33.7, 10.1, 72.4, 52.1, 1256.1, 1072.2, 1.2, 0.3, 6.3, 7.9, 2, 2.7, 0.3, 1, 0.2, 0.5, 2.8, 5.4, 39.3, 126.5, 0, -0.2, 0, 0.1, 0.9, 1.6, -0.6, 0, 2.73, 0.01, 0.02, 0, 0, 0.1, 0, 188.3, 0.01, 0, 
0, MN500, 20, 55, 0, 4229.3, 7079.7, 25, 7.2, 9.5, 7.6, 25.18, 395.3, 0.9, 29, 8.5, 3300.9, 686.6, 901.7, 200.4, 74.8, 39, 46, 13.2, 91.2, 77, 1875.6, 2185.5, 0.9, 0.2, 10.3, 11.1, 2.5, 3.3, 0.4, 1.4, 0.2, 0.7, 3.7, 8.5, 69.1, 257.7, 0.1, -0.2, 0, 0.1, 1.3, 2.6, -0.8, 0, 8.21, 0.01, 0.15, 0, 0, 0.5, 0.2, 366.9, 0.07, 0, 
0, MN504, 21, 14401, 0, 3124, 6144.1, 14.1, 3.9, 5.5, 4.6, 19.13, 276.6, 0.5, 44.9, 12, 2845.2, 584.4, 831, 188.5, 65.4, 35.9, 43.8, 12.2, 85.6, 64.4, 1553.9, 1420.1, 1.2, 0.3, 8.1, 9.5, 2.3, 3.1, 0.3, 1.3, 0.2, 0.7, 3.4, 6.9, 52.8, 167.5, 0.1, -0.2, 0, 0.1, 1.2, 2.1, -0.7, 0, 5.13, 0.01, 0.06, 0, 0, 0.2, 0.1, 252.2, 0.02, 0, 
10, MN101, 1, 10773, -95.5, 3851.6, 6854.5, 167.6, 48.9, 63.8, 27.1, 26.33, 340.5, 5.1, 47.1, 12, 3176.2, 651.5, 898.3, 240, 63.5, 40.9, 51, 15.7, 100.4, 163.8, 2040, 1547.4, 1.2, 0.3, 10.9, 11.6, 2.9, 4.2, 0.3, 1.2, 0.3, 0.9, 3.5, 16.9, 76, 183.8, 0.1, -0.3, 0, 0.2, 1.1, 1.7, -0.7, 0, 6.89, 0, 0, 1.1, 0, 2.6, 1.4, 309.3, 0.31, 0, 
10, MN102, 2, 8590, -58.1, 8358.3, 4596.4, 102.5, 28.7, 34.1, 18.9, 13.8, 672, 3.4, 41.4, 11.2, 2121, 435.8, 591.1, 154.8, 41.7, 21.8, 31.4, 8.5, 60.9, 47.7, 4936, 3313.7, 1.1, 0.3, 5.9, 7.7, 1.6, 2.7, 0.2, 0.7, 0.2, 0.5, 2, 5.4, 239.4, 390.3, 0, -0.2, 0, 0, 0.7, 1.3, -0.2, 0, 6.88, 0.65, 0.75, 1.3, 0, 1.7, 0.7, 652.5, 0.16, 0, 
10, MN103, 3, 8809, -60.9, 5840, 4427.7, 101.6, 28.2, 35.8, 18.1, 10.69, 449, 2.8, 44.3, 11.2, 2038.6, 421.8, 613.1, 161.5, 41.9, 22.4, 28.9, 8.4, 61.1, 36.5, 3579.7, 2162.7, 1.1, 0.3, 5.9, 7.3, 1.7, 2.8, 0.2, 0.7, 0.1, 0.5, 2, 3.8, 157.1, 254.7, 0, -0.2, 0, 0.1, 0.7, 1, -0.2, 0, 6.89, 0.27, 0.58, 0.5, 0, 1.6, 0.7, 429.8, 0.13, 0, 
10, MN104, 4, 5138, -94.7, 5142.2, 6267.9, 143.5, 37.1, 55.2, 24.3, 6.78, 345, 3.2, 99.1, 21.8, 2849.1, 608.7, 965.2, 237.4, 68.2, 33.4, 32, 10.7, 80.9, 39.5, 3475.8, 1546, 2.3, 0.6, 7.4, 9.7, 2.4, 3.7, 0.3, 1.1, 0.2, 0.5, 2.9, 3.4, 121.7, 182.1, 0.1, -0.2, 0, 0.1, 0.9, 0.9, -0.2, 0, 6.88, 0.15, 0.37, 3, 0, 2.1, 0.8, 319, 0.08, 0, 
10, MN200, 5, 7713, -89.7, 2754.2, 5704.2, 143.3, 41.3, 50, 22.1, 19.36, 250.4, 4.2, 46.9, 12.8, 2636, 540.9, 608.5, 152.1, 52.5, 31.2, 40.9, 11.8, 73, 63.5, 1341.6, 1276.1, 1.3, 0.4, 8.1, 9.5, 1.8, 2.6, 0.3, 1, 0.2, 0.7, 2.8, 6.7, 45.1, 150.6, 0, -0.2, 0, 0.1, 0.9, 1.7, -0.6, 0, 6.46, 0.15, 0.62, 1.2, 0, 2.3, 1.1, 226.7, 0.23, 0, 
10, MN201, 6, 42783, -99.4, 5865.2, 5924.7, 143.6, 41.1, 51.2, 23.1, 9.87, 423.9, 3.4, 49.7, 13, 2736.8, 562.4, 704.9, 184.8, 53.9, 31.7, 40.5, 11.5, 77, 53.7, 3838.6, 1895.9, 1.3, 0.4, 8.2, 9.7, 2, 3.2, 0.3, 1, 0.2, 0.6, 2.8, 5, 156, 223.4, 0, -0.2, 0, 0.2, 0.9, 0.9, -0.1, 0, 6.46, 0.16, 0.42, 1.8, 0, 2.1, 1.1, 399.1, 0.11, 0, 
10, MN202, 7, 17504, -83.7, 5936, 4940, 125.5, 35, 46.3, 18.5, 10.45, 450.9, 3.2, 47.9, 11.9, 2275.6, 474, 626.2, 154.6, 48.3, 26.9, 32.8, 10.1, 66.2, 40.7, 3693.8, 2135.5, 1.2, 0.3, 6.7, 8.3, 1.7, 2.6, 0.2, 0.9, 0.2, 0.6, 2.3, 4, 159.9, 251.5, 0, -0.2, 0, 0.1, 0.8, 1, -0.1, 0, 6.45, 0.16, 0.61, 2.2, 0, 1.9, 1, 430, 0.12, 0, 
10, MN203, 8, 1202, -65.4, 2129.3, 4661.8, 113.9, 31.7, 37, 17.8, 20.7, 195.5, 3.5, 50, 13.7, 2143.2, 442.4, 554.9, 149.2, 42.2, 22.3, 31.9, 8.9, 60.1, 36.9, 1026.5, 1005.8, 1.4, 0.4, 6.3, 7.9, 1.6, 2.6, 0.2, 0.7, 0.2, 0.5, 2, 4, 28.4, 118.5, 0, -0.2, 0, 0, 0.7, 1.6, -0.7, 0, 6.48, 0.12, 0.61, 2.2, 0, 1.8, 0.8, 175.3, 0.25, 0, 
10, MN204, 9, 14335, -69.6, 4049.7, 4104.2, 104.3, 28.3, 36, 15.5, 13.16, 299.1, 2.6, 56.1, 13.8, 1874.8, 393.3, 556, 144.4, 42.5, 21.9, 26.2, 7.7, 54, 24.4, 2592.6, 1378.7, 1.4, 0.4, 5.1, 6.5, 1.4, 2.4, 0.2, 0.7, 0.1, 0.4, 2, 2.4, 100.5, 162.3, 0, -0.1, 0, 0, 0.7, 0.9, -0.2, 0, 6.42, 0.11, 0.56, 1.7, 0, 1.6, 0.6, 281.9, 0.16, 0, 
10, MN300, 10, 8832, -99.1, 2851.7, 6061.8, 159.1, 45.4, 58.1, 24.6, 24.7, 257.5, 4.7, 56.9, 14.5, 2794.1, 575.5, 684.6, 184, 59.6, 34.5, 43.8, 12.7, 79.8, 68.2, 1461.1, 1242.5, 1.5, 0.4, 8.1, 10, 1.9, 3.2, 0.3, 1.1, 0.2, 0.7, 3, 7.4, 48.2, 146.6, 0.1, -0.2, 0, 0.1, 1, 1.9, -0.7, 0, 6.97, 0.07, 0.56, 0.7, 0, 2.5, 1.2, 232.3, 0.29, 0, 
10, MN301, 11, 41134, -119.9, 5792, 6661.7, 168.5, 48, 61.9, 25.9, 10.84, 409.5, 3.8, 57.5, 14.6, 3075.5, 632.9, 778.4, 206.2, 62.9, 36.3, 45, 13.3, 86.1, 50, 3849.2, 1806.6, 1.5, 0.4, 9.2, 10.9, 2.2, 3.5, 0.3, 1.2, 0.2, 0.7, 3.2, 4.6, 147.9, 212.8, 0.1, -0.2, 0, 0.2, 1.1, 1.1, -0.2, 0, 6.97, 0.08, 0.46, 1.8, 0, 2.5, 1.3, 381.8, 0.13, 0, 
10, MN302, 12, 61583, -64.5, 8076.7, 4494.1, 109.2, 30.7, 39.1, 17.9, 12.84, 649.3, 3.4, 41.1, 10.6, 2073, 428.2, 574.4, 144.5, 41.6, 22.9, 30.1, 8.7, 59, 46.4, 4743.5, 3227.8, 1.1, 0.3, 6, 7.5, 1.6, 2.5, 0.2, 0.7, 0.1, 0.5, 2, 5.1, 228.6, 380.2, 0, -0.2, 0, 0, 0.7, 1.3, -0.1, 0.1, 6.95, 0.62, 0.77, 2.4, 0, 1.8, 0.8, 630.3, 0.15, 0, 
10, MN303, 13, 10582, -104.1, 5865.4, 5872.6, 149.4, 40.7, 56.1, 22.9, 11.17, 434.1, 3.5, 73.4, 17.2, 2688.7, 563.4, 706.5, 178.4, 60.5, 32, 36.1, 11.2, 73.9, 40.9, 3739.6, 2011.1, 1.8, 0.5, 7.3, 9.4, 1.8, 3, 0.3, 1.1, 0.2, 0.6, 2.8, 4, 153.3, 236.8, 0.1, -0.2, 0, 0.1, 0.9, 1.1, -0.2, 0, 6.96, 0.12, 0.48, 1.4, 0, 2.2, 1, 410.3, 0.13, 0, 
10, MN304, 14, 29110, -98.2, 3183.7, 6680.5, 168.9, 46.5, 64, 25.6, 10.46, 263.1, 4.9, 78.8, 18.4, 3063, 642.5, 977, 245.2, 69.7, 37.4, 40.9, 12.7, 88.1, 74.9, 1638.5, 1382.3, 1.9, 0.5, 8.5, 10.4, 2.5, 3.8, 0.4, 1.3, 0.2, 0.7, 3.3, 7.5, 48.7, 163.1, 0.1, -0.2, 0, 0.1, 1.1, 1.9, -0.9, 0, 6.95, 0.23, 0.57, 3.3, 0, 2.5, 1.2, 235.5, 0.12, 0, 
10, MN400, 15, 1544, -139.2, 6395.8, 6849.9, 193, 51.3, 73.2, 23.6, 9.3, 469.9, 4.5, 117.2, 26.3, 3104.7, 648.2, 741, 176.9, 83.8, 43.2, 43, 13, 89.1, 45.1, 4133, 2128.5, 2.8, 0.7, 8.1, 10.3, 1.9, 2.8, 0.4, 1.5, 0.2, 0.7, 3.8, 4.6, 172.3, 250.6, 0.1, -0.3, 0, 0.1, 1.3, 1.4, -0.2, 0, 6.47, 0.08, 0.42, 14.4, 0.1, 2.7, 1.1, 443.3, 0.11, 0, 
10, MN401, 16, 15305, -101.1, 3575.9, 6363.5, 168.9, 48.9, 60.2, 24.2, 25.68, 333.4, 5.4, 47.7, 13.1, 2945.2, 601.5, 694.8, 186.9, 61, 35.9, 47.2, 13.4, 83.9, 69.8, 1633.5, 1788.7, 1.4, 0.4, 8.9, 10.5, 2, 3.2, 0.3, 1.2, 0.2, 0.8, 3.2, 7.6, 57, 211, 0.1, -0.2, 0, 0.1, 1.1, 2.2, -0.8, 0, 6.66, 0.1, 0.83, 1.5, 0, 2.8, 1.3, 307, 0.3, 0, 
10, MN402, 17, 27990, -52.3, 7836, 3820, 99.2, 27, 37, 14.4, 14.4, 629.8, 3.3, 43.4, 10.5, 1753.5, 368.9, 650.6, 156.6, 39.6, 20.3, 24, 7.4, 55, 39.6, 4562.5, 3178.8, 1.1, 0.3, 5, 6.2, 1.7, 2.6, 0.2, 0.7, 0.1, 0.4, 1.8, 4.3, 216.7, 374.4, 0, -0.1, 0, 0, 0.6, 1.3, -0.2, 0.1, 6.64, 0.31, 0.92, 2.9, 0, 1.6, 0.8, 612.9, 0.17, 0, 
10, MN403, 18, 1292, -49.6, 2238.9, 4706.4, 119.4, 33, 41.2, 16.6, 15.05, 181.9, 3.9, 53.5, 13.7, 2160.7, 448.1, 1127.8, 257.7, 46.2, 24.5, 31.2, 8.8, 81, 45.4, 1196.8, 915.7, 1.5, 0.4, 5.9, 7.7, 2.9, 4.3, 0.2, 0.8, 0.2, 0.5, 2.3, 4.7, 27.6, 108, 0, -0.2, 0, 0.1, 0.8, 1.8, -0.9, 0, 6.61, 0.14, 0.54, 1.4, 0, 2, 0.8, 159.3, 0.18, 0, 
10, MN404, 19, 108539, -77, 2550.6, 5423.8, 142.5, 39.2, 52, 19.9, 10.22, 207.2, 4.2, 68.2, 16.4, 2482.8, 517.9, 905, 220.8, 58.2, 30.7, 35, 10.3, 78.8, 56.4, 1344.7, 1070.7, 1.7, 0.4, 6.8, 8.4, 2.3, 3.5, 0.3, 1, 0.2, 0.6, 2.8, 5.5, 37, 126.3, 0, -0.2, 0, 0.1, 1, 1.7, -0.8, 0, 6.61, 0.22, 0.55, 2.4, 0, 2.2, 0.9, 183.9, 0.12, 0, 
10, MN500, 20, 55, -130.1, 4316.3, 8353.8, 214.8, 64, 81.8, 40.2, 17.86, 389.2, 6.9, 34.5, 11.1, 3894, 806.4, 981.8, 228, 81.7, 45.9, 54.3, 15.2, 104.6, 82.9, 1947.5, 2181.4, 1.1, 0.3, 12.5, 12.8, 2.8, 3.9, 0.4, 1.7, 0.3, 0.9, 4.2, 9, 64.2, 257.3, 0.1, -0.3, 0, 0.1, 1.5, 2.8, -1, 0, 6.64, 0.17, 0.82, 36.5, 0.2, 4.2, 1.9, 355.8, 0.21, 0, 
10, MN504, 21, 14401, -120.9, 3202.1, 7289.8, 193.2, 55.7, 70.1, 28.9, 15.88, 274.4, 5.7, 65.4, 17.2, 3363, 688.5, 821.5, 215.4, 71.6, 40.8, 48.2, 13.6, 90.1, 68.6, 1625.7, 1417.8, 1.8, 0.5, 9.7, 11.2, 2.2, 3.5, 0.4, 1.4, 0.2, 0.8, 3.6, 7.1, 48.9, 167.3, 0.1, -0.2, 0, 0.1, 1.3, 2.2, -0.9, 0, 6.68, 0.21, 0.65, 3.5, 0, 3.1, 1.4, 245.5, 0.19, 0, 
20, MN101, 1, 10773, -106.7, 3984.3, 7511, 180, 52.5, 69, 29.7, 23.85, 342.4, 5.4, 49.3, 13.1, 3482.4, 714.3, 869.9, 268.6, 61.9, 39.2, 52.6, 14.9, 100.3, 174.4, 2159.4, 1550.1, 1.3, 0.4, 11.9, 12.7, 2.8, 4.7, 0.3, 1.2, 0.3, 0.8, 3.6, 17.8, 76.3, 184.3, 0.1, -0.3, 0, 0.2, 1.2, 1.8, -0.9, 0, 6.86, 0.07, 0.49, 0.1, 0, 2.6, 1.6, 308.4, 0.28, 0, 
20, MN102, 2, 8590, -93.3, 8431.8, 4967.4, 133.3, 37.6, 45.9, 20.3, 12.95, 667.5, 3.5, 43.1, 11.4, 2293.4, 471.1, 616.4, 178.7, 42.2, 23.5, 31.4, 9.3, 61.5, 48.6, 5014.9, 3306.8, 1.2, 0.3, 6.4, 8.4, 1.7, 3.1, 0.2, 0.8, 0.2, 0.5, 2, 5.4, 234.9, 389.5, 0, -0.2, 0, 0, 0.7, 1.3, -0.2, 0.1, 6.86, 0.96, 0.89, 1.7, 0, 2.2, 1, 646.4, 0.15, 0, 
20, MN103, 3, 8809, -89.1, 5957.9, 4572.7, 125.2, 35.1, 44.6, 18.5, 10.34, 447, 2.9, 44.8, 11.3, 2105.9, 436.4, 606.6, 191.6, 40.7, 22.7, 28.1, 8.7, 59.3, 37.7, 3702.9, 2158, 1.2, 0.3, 6.1, 7.6, 1.7, 3.3, 0.2, 0.7, 0.1, 0.5, 2, 3.8, 155, 254.2, 0, -0.1, 0, 0.1, 0.6, 1, -0.2, 0, 6.85, 0.47, 0.87, 0.6, 0, 1.9, 0.9, 426.8, 0.12, 0, 
20, MN104, 4, 5138, -120.7, 5381.3, 6807.1, 169.1, 44.4, 64.5, 26.9, 6.27, 347, 3.4, 102.5, 22.7, 3098.9, 661.5, 1004.1, 267.7, 69.1, 34.6, 33.5, 11.2, 84.3, 42.3, 3711.8, 1543, 2.4, 0.6, 8.2, 10.5, 2.5, 4.1, 0.3, 1.1, 0.2, 0.6, 3, 3.6, 121.9, 181.7, 0.1, -0.2, 0, 0.1, 1, 1, -0.3, 0, 6.86, 0.27, 0.54, 2.3, 0, 2.3, 1, 318.8, 0.07, 0, 
