Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
10, 264, 125, 7, 7, 2, 1, 
10, 264, 838, 29, 29, 133, 4, 
10, 266, 248, 129, 129, 763, 5, 
10, 272, 613, 196, 195, 38, 1, 
10, 277, 202, 930, 0, 0, 0, 
10, 278, 700, 3, 0, 0, 0, 
10, 286, 745, 70, 55, 24, 2, 
10, 287, 238, 155, 0, 0, 0, 
10, 290, 728, 291, 289, 54, 2, 
10, 291, 743, 34, 1, 7, 5, 
10, 295, 659, 39, 0, 0, 0, 
10, 295, 767, 106, 0, 0, 0, 
10, 302, 576, 246, 0, 0, 0, 
10, 303, 590, 7, 0, 0, 0, 
10, 305, 198, 465, 0, 0, 0, 
10, 305, 387, 121, 121, 477, 3, 
10, 306, 622, 9, 0, 0, 0, 
10, 308, 547, 125, 125, 950, 5, 
10, 315, 741, 7, 7, 119, 5, 
10, 316, 296, 65, 53, 7, 2, 
10, 316, 317, 51, 51, 426, 5, 
10, 316, 679, 189, 189, 1476, 5, 
10, 316, 814, 70, 0, 0, 0, 
10, 317, 308, 16, 14, 21, 1, 
10, 320, 219, 468, 468, 3394, 5, 
10, 324, 632, 49, 8, 4, 2, 
10, 324, 722, 34, 0, 0, 0, 
10, 332, 460, 194, 194, 4626, 5, 
10, 332, 535, 90, 76, 25, 1, 
10, 333, 541, 26, 0, 0, 0, 
10, 335, 331, 157, 156, 276, 3, 
10, 335, 698, 2, 0, 0, 0, 
10, 339, 354, 23, 0, 0, 0, 
10, 342, 719, 8, 0, 0, 0, 
10, 343, 508, 130, 130, 710, 5, 
10, 345, 284, 126, 125, 108, 3, 
10, 348, 774, 12, 0, 0, 0, 
10, 352, 916, 29, 0, 0, 0, 
10, 357, 812, 59, 0, 0, 0, 
10, 360, 165, 178, 0, 0, 0, 
10, 362, 225, 13, 13, 18, 2, 
10, 362, 671, 154, 154, 83, 1.99, 
10, 367, 214, 90, 0, 0, 0, 
10, 367, 879, 11, 11, 104, 5, 
10, 368, 806, 14, 0, 0, 0, 
10, 370, 679, 99, 99, 664, 4.98, 
10, 370, 807, 86, 85, 88, 2, 
10, 374, 287, 78, 0, 0, 0, 
10, 374, 662, 117, 0, 0, 0, 
10, 375, 924, 114, 68, 685, 5, 
10, 376, 232, 3, 3, 12, 2, 
10, 376, 605, 40, 5, 37, 4, 
10, 380, 86, 219, 0, 0, 0, 
10, 387, 213, 137, 0, 0, 0, 
10, 392, 618, 103, 103, 1009, 5, 
10, 392, 782, 73, 1, 11, 5, 
10, 393, 154, 49, 0, 0, 0, 
10, 396, 821, 146, 0, 0, 0, 
10, 397, 265, 38, 38, 298, 5, 
10, 398, 258, 178, 0, 0, 0, 
10, 400, 31, 387, 379, 57, 1, 
10, 403, 859, 83, 0, 0, 0, 
10, 404, 76, 4, 0, 0, 0, 
10, 406, 767, 29, 0, 0, 0, 
10, 412, 234, 74, 72, 49, 2, 
10, 412, 914, 36, 36, 177, 4.67, 
10, 413, 486, 83, 83, 714, 5, 
10, 413, 887, 216, 0, 0, 0, 
10, 415, 489, 68, 0, 0, 0, 
10, 420, 718, 22, 0, 0, 0, 
10, 424, 761, 100, 100, 101, 2, 
10, 425, 633, 106, 106, 1213, 5, 
10, 427, 711, 28, 2, 3, 1, 
10, 428, 696, 209, 0, 0, 0, 
10, 428, 843, 31, 0, 0, 0, 
10, 429, 717, 4, 0, 0, 0, 
10, 430, 887, 17, 17, 106, 5, 
10, 431, 557, 108, 108, 1021, 4, 
10, 431, 566, 142, 124, 58, 2, 
10, 431, 899, 3, 0, 0, 0, 
10, 437, 195, 172, 0, 0, 0, 
10, 437, 581, 132, 132, 1373, 5, 
10, 437, 626, 1, 1, 2, 5, 
10, 438, 865, 53, 53, 381, 4.89, 
10, 439, 500, 33, 0, 0, 0, 
10, 440, 769, 15, 0, 0, 0, 
10, 444, 593, 17, 17, 192, 5, 
10, 446, 173, 222, 195, 79, 2, 
10, 447, 746, 12, 0, 0, 0, 
10, 448, 618, 55, 55, 76, 3, 
10, 451, 270, 30, 0, 0, 0, 
10, 453, 596, 21, 21, 142, 5, 
10, 453, 651, 3, 0, 0, 0, 
10, 455, 276, 160, 0, 0, 0, 
10, 458, 496, 224, 0, 0, 0, 
10, 460, 902, 3, 0, 0, 0, 
10, 463, 601, 165, 161, 72, 2, 
10, 469, 608, 46, 0, 0, 0, 
10, 470, 239, 114, 91, 22, 1, 
10, 472, 515, 359, 0, 0, 0, 
10, 472, 583, 28, 25, 40, 3, 
10, 474, 697, 54, 54, 277, 5, 
10, 475, 908, 6, 0, 0, 0, 
10, 476, 793, 123, 121, 66, 1, 
10, 478, 539, 78, 0, 0, 0, 
10, 478, 830, 40, 0, 0, 0, 
10, 479, 800, 195, 0, 0, 0, 
10, 480, 715, 44, 35, 18, 2, 
10, 483, 85, 25, 16, 68, 5, 
10, 488, 267, 338, 338, 4328, 5, 
10, 509, 221, 496, 494, 113, 1, 
10, 514, 571, 70, 69, 121, 3, 
10, 528, 510, 53, 28, 4, 1, 
10, 547, 184, 103, 103, 742, 4.99, 
10, 558, 363, 94, 0, 0, 0, 
10, 575, 371, 201, 195, 114, 2, 
10, 578, 373, 127, 0, 0, 0, 
10, 579, 402, 141, 0, 0, 0, 
10, 593, 242, 395, 393, 246, 2, 
10, 593, 347, 55, 55, 290, 4, 
10, 599, 351, 219, 0, 0, 0, 
10, 606, 599, 27, 27, 244, 4.96, 
10, 608, 176, 1, 1, 11, 5, 
10, 612, 242, 376, 376, 61, 2, 
10, 615, 630, 80, 0, 0, 0, 
10, 619, 518, 11, 0, 0, 0, 
10, 626, 463, 480, 0, 0, 0, 
10, 629, 196, 151, 0, 0, 0, 
10, 633, 603, 76, 0, 0, 0, 
10, 634, 589, 92, 90, 7, 1, 
10, 637, 550, 56, 51, 17, 1, 
10, 640, 341, 180, 180, 1770, 5, 
10, 647, 563, 5, 0, 0, 0, 
10, 649, 104, 1038, 1038, 1057, 2, 
10, 659, 642, 131, 129, 218, 3, 
10, 660, 603, 45, 45, 21, 2, 
10, 665, 401, 106, 0, 0, 0, 
10, 669, 462, 49, 49, 281, 5, 
10, 672, 676, 21, 21, 56, 2, 
10, 673, 394, 76, 0, 0, 0, 
10, 678, 399, 72, 41, 3, 1, 
10, 679, 220, 759, 0, 0, 0, 
10, 682, 467, 112, 112, 710, 5, 
10, 684, 111, 212, 0, 0, 0, 
10, 684, 349, 9, 4, 5, 3, 
10, 685, 466, 20, 0, 0, 0, 
10, 686, 362, 28, 0, 0, 0, 
10, 686, 678, 131, 20, 10, 3, 
10, 689, 311, 115, 115, 823, 4.97, 
10, 691, 488, 76, 74, 309, 3, 
10, 692, 364, 30, 30, 240, 5, 
10, 693, 306, 94, 0, 0, 0, 
10, 693, 490, 56, 0, 0, 0, 
10, 694, 115, 524, 0, 0, 0, 
10, 694, 349, 106, 0, 0, 0, 
10, 696, 444, 23, 0, 0, 0, 
10, 697, 504, 138, 0, 0, 0, 
10, 700, 609, 65, 0, 0, 0, 
10, 704, 465, 97, 97, 319, 4, 
10, 706, 559, 34, 0, 0, 0, 
10, 707, 382, 62, 59, 53, 2, 
10, 714, 441, 191, 0, 0, 0, 
10, 714, 557, 2, 0, 0, 0, 
10, 718, 659, 267, 267, 120, 2, 
10, 719, 521, 8, 8, 22, 4, 
10, 724, 441, 34, 0, 0, 0, 
10, 724, 477, 38, 31, 7, 2, 
10, 727, 575, 93, 82, 56, 2, 
10, 728, 422, 20, 19, 19, 1.42, 
10, 728, 499, 26, 0, 0, 0, 
10, 729, 407, 8, 0, 0, 0, 
10, 729, 670, 41, 12, 3, 2, 
10, 734, 658, 122, 122, 159, 3, 
10, 738, 544, 6, 0, 0, 0, 
10, 739, 507, 9, 0, 0, 0, 
10, 743, 400, 11, 11, 10, 3, 
10, 752, 481, 111, 0, 0, 0, 
10, 755, 466, 32, 32, 15, 3, 
10, 756, 496, 38, 16, 3, 1, 
10, 767, 542, 50, 50, 6, 2, 
10, 771, 677, 205, 205, 2013, 5, 
10, 773, 586, 3, 0, 0, 0, 
10, 779, 485, 5, 5, 26, 4, 
10, 782, 505, 10, 7, 6, 4, 
10, 797, 17, 609, 605, 521, 2, 
10, 798, 397, 255, 255, 1950, 5, 
10, 798, 546, 91, 0, 0, 0, 
10, 800, 9, 30, 0, 0, 0, 
10, 815, 569, 202, 172, 91, 2, 
10, 816, 648, 9, 9, 82, 4, 
10, 823, 350, 5, 0, 0, 0, 
10, 826, 574, 125, 0, 0, 0, 
10, 828, 482, 100, 0, 0, 0, 
10, 829, 15, 26, 0, 0, 0, 
10, 837, 594, 42, 42, 627, 5, 
10, 845, 580, 5, 0, 0, 0, 
10, 850, 594, 164, 164, 186, 2, 
10, 854, 362, 477, 0, 0, 0, 
10, 862, 400, 221, 221, 1155, 4, 
10, 868, 122, 31, 0, 0, 0, 
10, 870, 436, 28, 28, 391, 5, 
10, 874, 451, 182, 175, 33, 1, 
10, 875, 652, 45, 45, 61, 3, 
10, 876, 35, 147, 0, 0, 0, 
10, 879, 324, 329, 0, 0, 0, 
10, 879, 638, 37, 30, 14, 2, 
10, 879, 655, 3, 0, 0, 0, 
10, 884, 596, 23, 0, 0, 0, 
10, 885, 41, 50, 50, 191, 4, 
10, 885, 670, 228, 0, 0, 0, 
10, 887, 528, 27, 27, 384, 5, 
10, 888, 627, 59, 0, 0, 0, 
10, 891, 626, 170, 170, 1218, 5, 
10, 895, 654, 272, 272, 1550, 4, 
10, 898, 56, 56, 0, 0, 0, 
10, 899, 276, 414, 413, 162, 2, 
10, 900, 439, 193, 192, 76, 1, 
10, 901, 19, 45, 45, 546, 5, 
10, 902, 456, 194, 194, 1764, 5, 
10, 910, 181, 283, 283, 91, 2, 
10, 916, 662, 143, 140, 21, 1, 
10, 918, 186, 418, 0, 0, 0, 
10, 922, 562, 31, 0, 0, 0, 
10, 926, 334, 456, 418, 34, 2, 
10, 927, 509, 242, 242, 69, 2, 
10, 930, 235, 255, 255, 974, 4, 
10, 933, 171, 214, 0, 0, 0, 
10, 935, 186, 6, 6, 42, 5, 
10, 936, 628, 50, 50, 95, 3, 
10, 942, 574, 178, 98, 22, 2, 
10, 944, 518, 127, 127, 35, 1.91, 
10, 945, 121, 114, 114, 1039, 5, 
10, 947, 51, 7, 6, 166, 5, 
10, 948, 49, 114, 114, 123, 2, 
10, 951, 530, 11, 11, 35, 4.73, 
10, 960, 453, 222, 3, 24, 5, 
10, 964, 595, 260, 260, 2586, 5, 
10, 965, 483, 27, 4, 28, 5, 
20, 12, 629, 45, 45, 358, 5, 
20, 21, 576, 26, 26, 98, 4.92, 
20, 27, 534, 37, 0, 0, 0, 
20, 32, 636, 49, 0, 0, 0, 
20, 33, 576, 177, 0, 0, 0, 
20, 46, 573, 295, 235, 42, 1, 
20, 46, 670, 16, 16, 82, 4.81, 
20, 63, 431, 137, 133, 64, 2, 
20, 63, 491, 104, 104, 688, 5, 
20, 65, 526, 58, 58, 153, 3, 
20, 87, 434, 28, 0, 0, 0, 
20, 88, 393, 322, 263, 61, 1, 
20, 90, 520, 13, 0, 0, 0, 
20, 92, 455, 4, 0, 0, 0, 
20, 98, 442, 72, 0, 0, 0, 
20, 100, 425, 197, 196, 1091, 4, 
20, 104, 472, 8, 0, 0, 0, 
20, 105, 552, 90, 74, 27, 2, 
20, 106, 399, 308, 0, 0, 0, 
20, 109, 354, 170, 169, 86, 1.97, 
20, 109, 664, 47, 4, 24, 4.75, 
20, 113, 655, 440, 0, 0, 0, 
20, 113, 671, 30, 27, 10, 2, 
20, 116, 440, 1, 1, 8, 5, 
20, 117, 530, 22, 17, 11, 3, 
20, 117, 554, 11, 11, 11, 1.73, 
20, 121, 683, 117, 7, 40, 5, 
20, 124, 449, 296, 0, 0, 0, 
20, 126, 635, 24, 0, 0, 0, 
20, 129, 517, 227, 0, 0, 0, 
20, 129, 657, 22, 22, 325, 5, 
20, 132, 448, 96, 0, 0, 0, 
20, 134, 326, 46, 0, 0, 0, 
20, 134, 398, 15, 15, 191, 5, 
20, 135, 612, 46, 0, 0, 0, 
20, 138, 514, 6, 6, 65, 5, 
20, 138, 555, 20, 20, 273, 5, 
20, 139, 548, 29, 29, 305, 5, 
20, 148, 138, 407, 407, 3852, 5, 
20, 148, 708, 108, 108, 36, 1, 
20, 149, 299, 81, 0, 0, 0, 
20, 150, 79, 917, 917, 7396, 5, 
20, 151, 769, 5, 0, 0, 0, 
20, 152, 409, 38, 0, 0, 0, 
20, 152, 531, 117, 0, 0, 0, 
20, 152, 586, 65, 0, 0, 0, 
20, 152, 800, 288, 0, 0, 0, 
20, 153, 815, 197, 0, 0, 0, 
20, 155, 800, 216, 0, 0, 0, 
20, 156, 702, 90, 89, 17, 2, 
20, 157, 792, 3, 0, 0, 0, 
20, 158, 345, 53, 53, 299, 4.96, 
20, 158, 571, 3, 3, 20, 5, 
20, 159, 516, 121, 0, 0, 0, 
20, 159, 804, 112, 1, 1, 4, 
20, 160, 748, 18, 0, 0, 0, 
20, 162, 604, 11, 11, 67, 5, 
20, 162, 767, 81, 80, 63, 1.9, 
20, 164, 381, 36, 0, 0, 0, 
20, 165, 367, 49, 0, 0, 0, 
20, 166, 537, 51, 51, 333, 5, 
20, 168, 509, 110, 110, 985, 5, 
20, 168, 512, 20, 0, 0, 0, 
20, 169, 379, 90, 90, 436, 5, 
20, 170, 469, 70, 69, 101, 3, 
20, 170, 513, 122, 0, 0, 0, 
20, 172, 766, 22, 22, 96, 4, 
20, 173, 592, 108, 105, 54, 2, 
20, 173, 665, 158, 158, 1898, 5, 
20, 174, 453, 27, 0, 0, 0, 
20, 176, 15, 461, 427, 286, 2, 
20, 176, 766, 26, 0, 0, 0, 
20, 176, 792, 135, 0, 0, 0, 
20, 177, 321, 15, 15, 90, 5, 
20, 179, 571, 53, 53, 517, 5, 
20, 179, 736, 1, 0, 0, 0, 
20, 180, 389, 83, 82, 9, 1.88, 
20, 182, 448, 248, 248, 1469, 4, 
20, 183, 731, 19, 14, 5, 2, 
20, 187, 779, 13, 13, 12, 2, 
20, 189, 807, 102, 101, 249, 3, 
20, 190, 671, 33, 33, 245, 5, 
20, 193, 501, 1, 0, 0, 0, 
20, 196, 247, 122, 0, 0, 0, 
20, 197, 305, 127, 127, 774, 5, 
20, 200, 712, 8, 0, 0, 0, 
20, 201, 40, 1459, 0, 0, 0, 
20, 201, 766, 104, 102, 27, 1, 
20, 202, 552, 165, 165, 1431, 5, 
20, 202, 655, 49, 48, 43, 2, 
20, 203, 703, 94, 94, 873, 5, 
20, 204, 826, 1, 1, 18, 5, 
20, 205, 413, 30, 0, 0, 0, 
20, 206, 580, 29, 25, 1, 1, 
20, 207, 369, 98, 98, 962, 5, 
20, 207, 395, 92, 0, 0, 0, 
20, 207, 495, 311, 0, 0, 0, 
20, 207, 567, 49, 0, 0, 0, 
20, 207, 646, 105, 105, 471, 4, 
20, 210, 47, 242, 1, 1, 2, 
20, 211, 522, 57, 0, 0, 0, 
20, 211, 805, 3, 3, 12, 4, 
20, 212, 234, 3, 0, 0, 0, 
20, 212, 773, 61, 52, 17, 2, 
20, 215, 728, 27, 20, 5, 2, 
20, 216, 732, 2, 2, 21, 5, 
20, 218, 477, 17, 9, 13, 3, 
20, 219, 759, 16, 16, 166, 5, 
20, 221, 43, 284, 1, 5, 2, 
20, 221, 374, 1, 0, 0, 0, 
20, 222, 591, 22, 0, 0, 0, 
20, 223, 761, 367, 0, 0, 0, 
20, 224, 574, 11, 0, 0, 0, 
20, 225, 483, 156, 0, 0, 0, 
20, 230, 512, 26, 0, 0, 0, 
20, 230, 553, 6, 6, 3, 3, 
20, 237, 633, 208, 180, 128, 2, 
20, 237, 664, 148, 0, 0, 0, 
20, 240, 411, 55, 0, 0, 0, 
20, 240, 651, 60, 0, 0, 0, 
20, 244, 474, 296, 296, 2643, 5, 
20, 246, 809, 79, 0, 0, 0, 
20, 249, 411, 115, 37, 319, 5, 
20, 251, 441, 4, 4, 18, 5, 
20, 253, 781, 27, 0, 0, 0, 
20, 257, 435, 39, 39, 202, 4, 
20, 258, 413, 100, 0, 0, 0, 
20, 259, 90, 24, 24, 5, 1, 
20, 259, 103, 62, 62, 561, 4, 
20, 261, 355, 2, 0, 0, 0, 
20, 261, 450, 5, 0, 0, 0, 
20, 262, 465, 184, 174, 28, 1, 
20, 262, 579, 57, 51, 37, 1.8, 
20, 263, 213, 48, 0, 0, 0, 
20, 263, 241, 35, 35, 41, 5, 
20, 264, 822, 291, 0, 0, 0, 
20, 266, 475, 72, 0, 0, 0, 
20, 268, 572, 129, 104, 64, 1.94, 
20, 271, 623, 22, 0, 0, 0, 
20, 276, 842, 86, 86, 352, 4, 
20, 278, 845, 7, 0, 0, 0, 
20, 279, 531, 170, 167, 270, 3, 
20, 280, 46, 168, 168, 320, 3, 
20, 281, 802, 119, 0, 0, 0, 
20, 283, 461, 79, 0, 0, 0, 
20, 283, 666, 57, 51, 269, 5, 
20, 283, 736, 71, 57, 131, 4, 
20, 293, 735, 347, 0, 0, 0, 
20, 296, 478, 171, 0, 0, 0, 
20, 299, 630, 329, 320, 88, 1, 
20, 301, 797, 84, 84, 208, 3, 
20, 303, 178, 111, 0, 0, 0, 
20, 303, 760, 36, 36, 21, 1.75, 
20, 304, 248, 236, 0, 0, 0, 
20, 306, 24, 403, 0, 0, 0, 
20, 310, 535, 60, 60, 162, 3, 
20, 310, 623, 111, 111, 1014, 5, 
20, 311, 99, 142, 0, 0, 0, 
20, 311, 717, 5, 0, 0, 0, 
20, 314, 288, 12, 0, 0, 0, 
20, 315, 773, 13, 0, 0, 0, 
20, 316, 58, 62, 62, 407, 5, 
20, 317, 471, 2, 0, 0, 0, 
20, 317, 599, 14, 0, 0, 0, 
20, 319, 219, 609, 601, 1442, 4, 
20, 319, 690, 1, 1, 12, 5, 
20, 325, 426, 16, 0, 0, 0, 
20, 327, 309, 18, 0, 0, 0, 
20, 330, 112, 3, 3, 31, 5, 
20, 332, 615, 94, 94, 65, 3, 
20, 334, 208, 144, 144, 778, 5, 
20, 334, 519, 144, 0, 0, 0, 
20, 339, 802, 18, 0, 0, 0, 
20, 341, 253, 51, 0, 0, 0, 
20, 342, 306, 90, 2, 8, 3, 
20, 342, 821, 75, 0, 0, 0, 
20, 344, 283, 116, 29, 1, 1, 
20, 345, 816, 15, 0, 0, 0, 
20, 346, 865, 165, 163, 119, 2, 
20, 348, 899, 45, 45, 329, 4, 
20, 351, 256, 101, 0, 0, 0, 
20, 351, 877, 61, 0, 0, 0, 
20, 355, 323, 234, 234, 2113, 5, 
20, 358, 229, 130, 121, 31, 2, 
20, 362, 860, 41, 0, 0, 0, 
20, 363, 692, 39, 27, 6, 1.74, 
20, 366, 681, 21, 0, 0, 0, 
20, 368, 541, 11, 0, 0, 0, 
20, 368, 697, 24, 24, 180, 4.75, 
20, 370, 256, 105, 0, 0, 0, 
20, 372, 746, 35, 35, 95, 3, 
20, 373, 351, 10, 0, 0, 0, 
20, 373, 742, 4, 4, 8, 2, 
20, 374, 302, 44, 44, 128, 3, 
20, 374, 605, 122, 0, 0, 0, 
20, 375, 689, 1, 0, 0, 0, 
20, 376, 729, 63, 0, 0, 0, 
20, 377, 157, 48, 0, 0, 0, 
20, 379, 252, 170, 161, 98, 2, 
20, 383, 882, 5, 0, 0, 0, 
20, 387, 773, 46, 0, 0, 0, 
20, 393, 474, 120, 0, 0, 0, 
20, 395, 799, 53, 53, 383, 4, 
20, 398, 763, 165, 165, 1024, 4, 
20, 400, 188, 145, 0, 0, 0, 
20, 400, 679, 22, 22, 65, 4, 
20, 403, 690, 102, 95, 41, 2, 
20, 413, 914, 1, 0, 0, 0, 
20, 414, 582, 156, 47, 1, 1, 
20, 417, 659, 203, 0, 0, 0, 
20, 418, 658, 12, 0, 0, 0, 
20, 422, 253, 16, 5, 2, 1, 
20, 424, 901, 41, 25, 6, 2, 
20, 427, 513, 230, 0, 0, 0, 
20, 427, 785, 134, 106, 1, 1, 
20, 428, 909, 38, 0, 0, 0, 
20, 430, 579, 62, 0, 0, 0, 
20, 431, 616, 23, 2, 10, 4, 
20, 434, 544, 29, 0, 0, 0, 
20, 439, 550, 16, 15, 8, 3, 
20, 446, 756, 279, 0, 0, 0, 
20, 446, 869, 19, 0, 0, 0, 
20, 450, 775, 76, 76, 1046, 5, 
20, 451, 569, 130, 130, 603, 5, 
20, 451, 663, 6, 0, 0, 0, 
20, 452, 647, 20, 19, 19, 2, 
20, 454, 673, 29, 26, 30, 2, 
20, 458, 550, 2, 1, 3, 4, 
20, 463, 555, 19, 19, 73, 5, 
20, 463, 598, 13, 13, 3, 2, 
20, 463, 898, 85, 0, 0, 0, 
20, 466, 569, 5, 0, 0, 0, 
20, 466, 757, 45, 0, 0, 0, 
20, 467, 595, 28, 0, 0, 0, 
20, 469, 224, 517, 509, 52, 2, 
20, 476, 592, 14, 14, 120, 5, 
20, 478, 537, 200, 0, 0, 0, 
20, 479, 840, 159, 0, 0, 0, 
20, 479, 891, 193, 190, 62, 2, 
20, 483, 87, 56, 0, 0, 0, 
20, 488, 579, 105, 0, 0, 0, 
20, 488, 660, 127, 124, 19, 2, 
20, 490, 578, 51, 0, 0, 0, 
20, 501, 270, 23, 23, 103, 5, 
20, 514, 224, 635, 0, 0, 0, 
20, 525, 570, 64, 61, 16, 2, 
20, 527, 261, 156, 0, 0, 0, 
20, 532, 442, 40, 40, 239, 5, 
20, 534, 191, 260, 237, 4, 2, 
20, 538, 243, 171, 0, 0, 0, 
20, 541, 281, 820, 820, 6153, 5, 
20, 556, 315, 163, 163, 1720, 4.99, 
20, 561, 452, 336, 0, 0, 0, 
20, 562, 169, 248, 0, 0, 0, 
20, 570, 490, 347, 0, 0, 0, 
20, 570, 521, 163, 0, 0, 0, 
20, 587, 105, 308, 0, 0, 0, 
20, 591, 514, 2, 0, 0, 0, 
20, 594, 195, 140, 32, 3, 1, 
20, 600, 420, 676, 676, 3088, 4, 
20, 601, 208, 2, 0, 0, 0, 
20, 607, 503, 3, 0, 0, 0, 
20, 610, 115, 914, 914, 196, 2, 
20, 610, 233, 683, 0, 0, 0, 
20, 611, 484, 9, 0, 0, 0, 
